Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
11,2455738,26457,שבת מברכים תמוז,א-קנ,150,120,0.8
11,2455773,26463,שבת מברכים מנחם-אב,א-קנ,150,120,0.8
11,2455801,26395,שבת מברכים אלול,א-קנ,150,120,0.8
12,2455444,6435,שבת מברכים תשרי,א-קנ,150,110,0.7
12,2455472,26499,שבת מברכים חשון,א-קנ,150,110,0.7
12,2455500,0,שבת מברכים כסלו,א-קנ,150,110,0.7
12,2455535,169246,שבת מברכים טבת,א-קנ,150,110,0.7
12,2455563,170473,שבת מברכים שבט,א-קנ,150,110,0.7
12,2455591,26523,שבת מברכים אדר,א-קנ,150,110,0.7
12,2455619,0,שבת מברכים אדר ב,א-קנ,150,110,0.7
12,2455654,26532,שבת מברכים ניסן,א-קנ,150,110,0.7
12,2455682,35102,שבת מברכים אייר,א-קנ,150,110,0.7
12,2455710,10300,שבת מברכים סיון,א-קנ,150,110,0.7
12,2455738,26544,שבת מברכים תמוז,א-קנ,150,110,0.7
12,2455773,26550,שבת מברכים מנחם-אב,א-קנ,150,110,0.7
12,2455801,26488,שבת מברכים אלול,א-קנ,150,110,0.7
13,2455444,8363,שבת מברכים תשרי,א-קנ,150,100,0.7
13,2455472,26865,שבת מברכים חשון,א-קנ,150,100,0.7
13,2455500,0,שבת מברכים כסלו,א-קנ,150,100,0.7
13,2455535,169247,שבת מברכים טבת,א-קנ,150,100,0.7
13,2455563,170474,שבת מברכים שבט,א-קנ,150,100,0.7
13,2455591,27019,שבת מברכים אדר,א-קנ,150,100,0.7
13,2455619,0,שבת מברכים אדר ב,א-קנ,150,100,0.7
13,2455654,27028,שבת מברכים ניסן,א-קנ,150,100,0.7
13,2455682,27034,שבת מברכים אייר,א-קנ,150,100,0.7
13,2455710,27040,שבת מברכים סיון,א-קנ,150,100,0.7
13,2455738,27046,שבת מברכים תמוז,א-קנ,150,100,0.7
13,2455773,27052,שבת מברכים מנחם-אב,א-קנ,150,100,0.7
13,2455801,26557,שבת מברכים אלול,א-קנ,150,100,0.7
14,2455444,28017,שבת מברכים תשרי,א-קנ,150,90,0.6
14,2455472,28029,שבת מברכים חשון,א-קנ,150,90,0.6
14,2455500,0,שבת מברכים כסלו,א-קנ,150,90,0.6
14,2455535,169248,שבת מברכים טבת,א-קנ,150,90,0.6
14,2455563,170475,שבת מברכים שבט,א-קנ,150,90,0.6
14,2455591,28053,שבת מברכים אדר,א-קנ,150,90,0.6
14,2455619,0,שבת מברכים אדר ב,א-קנ,150,90,0.6
14,2455654,28062,שבת מברכים ניסן,א-קנ,150,90,0.6
14,2455682,28068,שבת מברכים אייר,א-קנ,150,90,0.6
14,2455710,28074,שבת מברכים סיון,א-קנ,150,90,0.6
14,2455738,28080,שבת מברכים תמוז,א-קנ,150,90,0.6
14,2455773,28086,שבת מברכים מנחם-אב,א-קנ,150,90,0.6
14,2455801,28024,שבת מברכים אלול,א-קנ,150,90,0.6
