Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
11,2455563,170739,שבת מברכים שבט,א-כב,22,65,3.0
11,2455591,27844,שבת מברכים אדר,א-כב,22,65,3.0
11,2455619,0,שבת מברכים אדר ב,א-כב,22,65,3.0
11,2455654,27850,שבת מברכים ניסן,א-כד,24,70,2.9
11,2455682,27856,שבת מברכים אייר,א-כה,25,73,2.9
11,2455710,27862,שבת מברכים סיון,א-כו,26,75,2.9
11,2455738,27868,שבת מברכים תמוז,א-כז,27,77,2.9
11,2455773,27874,שבת מברכים מנחם-אב,א-כח,28,80,2.9
11,2455801,27809,שבת מברכים אלול,א-כט,29,80,2.8
12,2455444,28401,שבת מברכים תשרי,א-לא,31,60,1.9
12,2455472,28407,שבת מברכים חשון,א-לג,33,64,1.9
12,2455500,0,שבת מברכים כסלו,א-לג,33,64,1.9
12,2455535,169273,שבת מברכים טבת,א-לז,37,70,1.9
12,2455563,7147,שבת מברכים שבט,א-לט,39,75,1.9
12,2455591,28431,שבת מברכים אדר,א-מ,40,75,1.9
12,2455619,0,שבת מברכים אדר ב,א-מ,40,75,1.9
12,2455654,28437,שבת מברכים ניסן,א-מא,41,75,1.8
12,2455682,28443,שבת מברכים אייר,א-מג,43,77,1.8
12,2455710,28449,שבת מברכים סיון,א-מד,44,80,1.8
12,2455738,28455,שבת מברכים תמוז,א-מו,46,85,1.8
12,2455773,28461,שבת מברכים מנחם-אב,א-מט,49,90,1.8
12,2455801,28396,שבת מברכים אלול,א-נ,50,90,1.8
13,2455444,34808,שבת מברכים תשרי,א-נד,54,90,1.7
13,2455472,34815,שבת מברכים חשון,א-נו,56,90,1.6
13,2455500,0,שבת מברכים כסלו,א-נו,56,90,1.6
13,2455535,169274,שבת מברכים טבת,א-נט,59,90,1.5
13,2455563,170741,שבת מברכים שבט,א-סא,61,90,1.5
13,2455591,34846,שבת מברכים אדר,א-סג,63,90,1.4
13,2455619,0,שבת מברכים אדר ב,א-סג,63,90,1.4
13,2455654,34852,שבת מברכים ניסן,א-סה,65,90,1.4
13,2455682,34858,שבת מברכים אייר,א-סז,67,90,1.3
13,2455710,34864,שבת מברכים סיון,א-סח,68,90,1.3
13,2455738,34870,שבת מברכים תמוז,א-סט,69,90,1.3
13,2455773,34876,שבת מברכים מנחם-אב,א-עא,71,90,1.3
13,2455801,34802,שבת מברכים אלול,א-עב,72,90,1.3
14,2455444,0,שבת מברכים תשרי,א-עג,73,90,1.2
14,2455472,0,שבת מברכים חשון,א-עד,74,90,1.2
14,2455500,0,שבת מברכים כסלו,א-עה,75,90,1.2
14,2455535,170137,שבת מברכים טבת,א-עז,77,90,1.2
14,2455563,170742,שבת מברכים שבט,א-עח,78,90,1.2
14,2455591,178125,שבת מברכים אדר,א-פ,80,90,1.1
14,2455619,0,שבת מברכים אדר ב,א-פא,81,90,1.1
14,2455654,180510,שבת מברכים ניסן,א-פב,82,90,1.1
14,2455682,182422,שבת מברכים אייר,א-פד,84,90,1.1
14,2455710,182423,שבת מברכים סיון,א-פו,86,90,1.0
14,2455738,182424,שבת מברכים תמוז,א-פח,88,90,1.0
14,2455773,183345,שבת מברכים מנחם-אב,א-פט,89,90,1.0
14,2455801,0,שבת מברכים אלול,א-צ,90,90,1.0
