Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
9,2455773,24604,שבת מברכים מנחם-אב,א-ג,3,15,5.0
9,2455801,24539,שבת מברכים אלול,א-ג,3,15,5.0
10,2455444,24616,שבת מברכים תשרי,א-ד,4,20,5.0
10,2455472,24828,שבת מברכים חשון,א-ד,4,20,5.0
10,2455500,0,שבת מברכים כסלו,א-ד,4,20,5.0
10,2455535,166933,שבת מברכים טבת,א-ד,4,20,5.0
10,2455563,170462,שבת מברכים שבט,א-ד,4,20,5.0
10,2455591,24852,שבת מברכים אדר,א-ד,4,20,5.0
10,2455619,0,שבת מברכים אדר ב,א-ד,4,20,5.0
10,2455654,11148,שבת מברכים ניסן,א-ה,5,25,5.0
10,2455682,24864,שבת מברכים אייר,א-ה,5,25,5.0
10,2455710,24870,שבת מברכים סיון,א-ה,5,25,5.0
10,2455738,24876,שבת מברכים תמוז,א-ה,5,25,5.0
10,2455773,24882,שבת מברכים מנחם-אב,א-ה,5,25,5.0
10,2455801,24611,שבת מברכים אלול,א-ה,5,25,5.0
11,2455444,24688,שבת מברכים תשרי,א-ה,5,25,5.0
11,2455472,24694,שבת מברכים חשון,א-ה,5,25,5.0
11,2455500,0,שבת מברכים כסלו,א-ה,5,25,5.0
11,2455535,169235,שבת מברכים טבת,א-ה,5,25,5.0
11,2455563,170463,שבת מברכים שבט,א-ה,5,25,5.0
11,2455591,24719,שבת מברכים אדר,א-ה,5,25,5.0
11,2455619,0,שבת מברכים אדר ב,א-ה,5,25,5.0
11,2455654,24725,שבת מברכים ניסן,א-ו,6,26,4.3
11,2455682,24731,שבת מברכים אייר,א-ו,6,26,4.3
11,2455710,24737,שבת מברכים סיון,א-ו,6,26,4.3
11,2455738,24743,שבת מברכים תמוז,א-ו,6,26,4.3
11,2455773,24749,שבת מברכים מנחם-אב,א-ו,6,26,4.3
11,2455801,24683,שבת מברכים אלול,א-ו,6,26,4.3
12,2455444,24761,שבת מברכים תשרי,א-ז,7,30,4.3
12,2455472,160492,שבת מברכים חשון,א-ז,7,30,4.3
12,2455500,0,שבת מברכים כסלו,א-ז,7,30,4.3
12,2455535,169236,שבת מברכים טבת,א-ח,8,31,3.9
12,2455563,160479,שבת מברכים שבט,א-ח,8,31,3.9
12,2455591,24790,שבת מברכים אדר,א-ח,8,31,3.9
12,2455619,0,שבת מברכים אדר ב,א-ח,8,31,3.9
12,2455654,24796,שבת מברכים ניסן,א-ט,9,35,3.9
12,2455682,24802,שבת מברכים אייר,א-ט,9,35,3.9
12,2455710,24808,שבת מברכים סיון,א-ט,9,35,3.9
12,2455738,24814,שבת מברכים תמוז,א-י,10,36,3.6
12,2455773,24820,שבת מברכים מנחם-אב,א-י,10,36,3.6
12,2455801,24756,שבת מברכים אלול,א-י,10,36,3.6
13,2455444,24894,שבת מברכים תשרי,א-יא,11,40,3.6
13,2455472,24900,שבת מברכים חשון,א-יא,11,40,3.6
13,2455500,0,שבת מברכים כסלו,א-יא,11,40,3.6
13,2455535,169237,שבת מברכים טבת,א-יב,12,40,3.3
13,2455563,166019,שבת מברכים שבט,א-יג,13,43,3.3
13,2455591,24924,שבת מברכים אדר,א-יג,13,43,3.3
13,2455619,0,שבת מברכים אדר ב,א-יג,13,43,3.3
13,2455654,24930,שבת מברכים ניסן,א-יד,14,45,3.2
13,2455682,24936,שבת מברכים אייר,א-יד,14,45,3.2
13,2455710,24942,שבת מברכים סיון,א-טו,15,48,3.2
13,2455738,24948,שבת מברכים תמוז,א-טו,15,48,3.2
13,2455773,24954,שבת מברכים מנחם-אב,א-טז,16,51,3.2
13,2455801,24889,שבת מברכים אלול,א-טז,16,51,3.2
14,2455444,24966,שבת מברכים תשרי,א-יז,17,53,3.1
14,2455472,24972,שבת מברכים חשון,א-יח,17,53,3.1
14,2455500,0,שבת מברכים כסלו,א-יח,18,56,3.1
14,2455535,169238,שבת מברכים טבת,א-יט,19,57,3.0
14,2455563,170795,שבת מברכים שבט,א-כב,22,65,3.0
14,2455591,24996,שבת מברכים אדר,א-כב,22,65,3.0
14,2455619,0,שבת מברכים אדר ב,א-כב,22,65,3.0
14,2455654,25002,שבת מברכים ניסן,א-כד,24,73,3.0
14,2455682,25008,שבת מברכים אייר,א-כה,25,75,3.0
14,2455710,25014,שבת מברכים סיון,א-כו,26,77,3.0
14,2455738,25020,שבת מברכים תמוז,א-כז,27,80,3.0
14,2455773,25026,שבת מברכים מנחם-אב,א-כח,28,80,2.9
14,2455801,24961,שבת מברכים אלול,א-כט,29,80,2.8
