Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
12,2455563,170785,שבת מברכים שבט,א-קנ,150,120,0.8
12,2455591,25892,שבת מברכים אדר,א-קנ,150,120,0.8
12,2455619,0,שבת מברכים אדר ב,א-קנ,150,120,0.8
12,2455654,25901,שבת מברכים ניסן,א-קנ,150,120,0.8
12,2455682,25907,שבת מברכים אייר,א-קנ,150,120,0.8
12,2455710,25913,שבת מברכים סיון,א-קנ,150,120,0.8
12,2455738,25919,שבת מברכים תמוז,א-קנ,150,120,0.8
12,2455773,25925,שבת מברכים מנחם-אב,א-קנ,150,120,0.8
12,2455801,25855,שבת מברכים אלול,א-קנ,150,120,0.8
13,2455444,25938,שבת מברכים תשרי,א-קנ,150,120,0.8
13,2455472,25945,שבת מברכים חשון,א-קנ,150,110,0.7
13,2455500,0,שבת מברכים כסלו,א-קנ,150,110,0.7
13,2455535,169313,שבת מברכים טבת,א-קנ,150,110,0.7
13,2455563,170786,שבת מברכים שבט,א-קנ,150,110,0.7
13,2455591,25969,שבת מברכים אדר,א-קנ,150,110,0.7
13,2455619,0,שבת מברכים אדר ב,א-קנ,150,110,0.7
13,2455654,25978,שבת מברכים ניסן,א-קנ,150,110,0.7
13,2455682,25984,שבת מברכים אייר,א-קנ,150,110,0.7
13,2455710,25990,שבת מברכים סיון,א-קנ,150,110,0.7
13,2455738,25996,שבת מברכים תמוז,א-קנ,150,110,0.7
13,2455773,26002,שבת מברכים מנחם-אב,א-קנ,150,110,0.7
13,2455801,25932,שבת מברכים אלול,א-קנ,150,110,0.7
14,2455444,0,שבת מברכים תשרי,א-קנ,150,100,0.7
14,2455472,0,שבת מברכים חשון,א-קנ,150,100,0.7
14,2455500,0,שבת מברכים כסלו,א-קנ,150,100,0.7
14,2455535,170221,שבת מברכים טבת,א-קנ,150,100,0.7
14,2455563,170875,שבת מברכים שבט,א-קנ,150,100,0.7
14,2455591,178163,שבת מברכים אדר,א-קנ,150,100,0.7
14,2455619,0,שבת מברכים אדר ב,א-קנ,150,100,0.7
14,2455654,181035,שבת מברכים ניסן,א-קנ,150,100,0.7
14,2455682,182437,שבת מברכים אייר,א-קנ,150,100,0.7
14,2455710,182438,שבת מברכים סיון,א-קנ,150,100,0.7
14,2455738,182439,שבת מברכים תמוז,א-קנ,150,100,0.7
14,2455773,0,שבת מברכים מנחם-אב,א-קנ,150,100,0.7
14,2455801,0,שבת מברכים אלול,א-קנ,150,100,0.7
