Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
11,2455472,14783,שבת מברכים חשון,א-לג,33,80,2.4
11,2455500,0,שבת מברכים כסלו,א-לה,35,80,2.3
11,2455535,7338,שבת מברכים טבת,א-לז,37,80,2.2
11,2455563,14786,שבת מברכים שבט,א-לח,38,80,2.1
11,2455591,12482,שבת מברכים אדר,א-מ,40,80,2.0
11,2455619,0,שבת מברכים אדר ב,א-מ,40,80,2.0
11,2455654,14789,שבת מברכים ניסן,א-מא,41,80,2.0
11,2455682,14790,שבת מברכים אייר,א-מג,43,80,1.9
11,2455710,14791,שבת מברכים סיון,א-מד,44,80,1.8
11,2455738,14792,שבת מברכים תמוז,א-מו,46,85,1.8
11,2455773,14793,שבת מברכים מנחם-אב,א-מט,49,90,1.8
11,2455801,27288,שבת מברכים אלול,א-נ,50,90,1.8
12,2455444,27371,שבת מברכים תשרי,א-נד,54,90,1.7
12,2455472,14991,שבת מברכים חשון,א-נו,56,90,1.6
12,2455500,0,שבת מברכים כסלו,א-נז,57,90,1.6
12,2455535,14993,שבת מברכים טבת,א-נט,59,90,1.5
12,2455563,14994,שבת מברכים שבט,א-סא,61,90,1.5
12,2455591,14995,שבת מברכים אדר,א-סג,63,90,1.4
12,2455619,0,שבת מברכים אדר ב,א-סד,64,90,1.4
12,2455654,14997,שבת מברכים ניסן,א-סה,65,90,1.4
12,2455682,14998,שבת מברכים אייר,א-סז,67,90,1.3
12,2455710,14999,שבת מברכים סיון,א-סח,68,90,1.3
12,2455738,15000,שבת מברכים תמוז,א-סט,69,90,1.3
12,2455773,15001,שבת מברכים מנחם-אב,א-עא,71,90,1.3
12,2455801,27365,שבת מברכים אלול,א-עב,72,90,1.3
13,2455444,27589,שבת מברכים תשרי,א-עג,73,90,1.2
13,2455472,14926,שבת מברכים חשון,א-עד,74,90,1.2
13,2455500,0,שבת מברכים כסלו,א-עה,75,90,1.2
13,2455535,14928,שבת מברכים טבת,א-עו,76,90,1.2
13,2455563,14929,שבת מברכים שבט,א-עז,77,90,1.2
13,2455591,14930,שבת מברכים אדר,א-פ,80,90,1.1
13,2455619,0,שבת מברכים אדר ב,א-פא,81,90,1.1
13,2455654,14932,שבת מברכים ניסן,א-פב,82,90,1.1
13,2455682,14933,שבת מברכים אייר,א-פד,84,90,1.1
13,2455710,14934,שבת מברכים סיון,א-פו,86,95,1.1
13,2455738,14935,שבת מברכים תמוז,א-פח,88,95,1.1
13,2455773,14936,שבת מברכים מנחם-אב,א-פט,89,95,1.1
13,2455801,27583,שבת מברכים אלול,א-פט,89,100,1.1
14,2455444,0,שבת מברכים תשרי,א-צ,90,100,1.1
14,2455472,0,שבת מברכים חשון,א-צג,93,100,1.1
14,2455500,0,שבת מברכים כסלו,א-צה,95,100,1.1
14,2455535,170150,שבת מברכים טבת,א-צז,97,100,1.0
14,2455563,170751,שבת מברכים שבט,א-קא,101,105,1.0
14,2455591,178134,שבת מברכים אדר,א-קב,102,105,1.0
14,2455619,0,שבת מברכים אדר ב,א-קב,102,105,1.0
14,2455654,180519,שבת מברכים ניסן,א-קג,103,105,1.0
14,2455682,182425,שבת מברכים אייר,א-קד,104,105,1.0
14,2455710,182426,שבת מברכים סיון,א-קה,105,105,1.0
14,2455738,182427,שבת מברכים תמוז,א-קו,106,110,1.0
14,2455773,183354,שבת מברכים מנחם-אב,א-קו,106,110,1.0
14,2455801,0,שבת מברכים אלול,א-קו,106,110,1.0
