Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
8,2455773,33555,שבת מברכים מנחם-אב,א-ה,5,25,5.0
8,2455801,33016,שבת מברכים אלול,א-ה,5,25,5.0
9,2455444,33568,שבת מברכים תשרי,א-ה,5,25,5.0
9,2455472,33575,שבת מברכים חשון,א-ה,5,25,5.0
9,2455500,0,שבת מברכים כסלו,א-ה,5,25,5.0
9,2455535,169261,שבת מברכים טבת,א-ה,5,25,5.0
9,2455563,170489,שבת מברכים שבט,א-ה,5,25,5.0
9,2455591,33599,שבת מברכים אדר,א-ה,5,25,5.0
9,2455619,0,שבת מברכים אדר ב,א-ה,5,25,5.0
9,2455654,33608,שבת מברכים ניסן,א-ו,6,26,4.3
9,2455682,33614,שבת מברכים אייר,א-ו,6,26,4.3
9,2455710,33620,שבת מברכים סיון,א-ו,6,26,4.3
9,2455738,33626,שבת מברכים תמוז,א-ו,6,26,4.3
9,2455773,33632,שבת מברכים מנחם-אב,א-ו,6,26,4.3
9,2455801,33562,שבת מברכים אלול,א-ו,6,26,4.3
10,2455444,162191,שבת מברכים תשרי,א-ז,7,30,4.3
10,2455472,162198,שבת מברכים חשון,א-ז,7,30,4.3
10,2455500,0,שבת מברכים כסלו,א-ז,7,30,4.3
10,2455535,170108,שבת מברכים טבת,א-ח,8,32,4.0
10,2455563,170818,שבת מברכים שבט,א-ח,8,32,4.0
10,2455591,178112,שבת מברכים אדר,א-ח,8,32,4.0
10,2455619,0,שבת מברכים אדר ב,א-ח,8,32,4.0
10,2455654,180977,שבת מברכים ניסן,א-ט,9,35,3.9
10,2455682,182571,שבת מברכים אייר,א-ט,9,35,3.9
10,2455710,182572,שבת מברכים סיון,א-ט,9,35,3.9
10,2455738,182573,שבת מברכים תמוז,א-י,10,36,3.6
10,2455773,0,שבת מברכים מנחם-אב,א-י,10,36,3.6
10,2455801,162185,שבת מברכים אלול,א-י,10,36,3.6
11,2455444,33722,שבת מברכים תשרי,א-יא,11,40,3.6
11,2455472,33729,שבת מברכים חשון,א-יא,11,40,3.6
11,2455500,0,שבת מברכים כסלו,א-יא,11,40,3.6
11,2455535,169263,שבת מברכים טבת,א-יב,12,43,3.6
11,2455563,170730,שבת מברכים שבט,א-יג,13,45,3.5
11,2455591,33753,שבת מברכים אדר,א-יג,13,45,3.5
11,2455619,0,שבת מברכים אדר ב,א-יג,13,45,3.5
11,2455654,33762,שבת מברכים ניסן,א-יד,14,45,3.2
11,2455682,33768,שבת מברכים אייר,א-יד,14,45,3.2
11,2455710,33774,שבת מברכים סיון,א-טו,15,47,3.1
11,2455738,33780,שבת מברכים תמוז,א-טו,15,47,3.1
11,2455773,33786,שבת מברכים מנחם-אב,א-טז,16,50,3.1
11,2455801,33716,שבת מברכים אלול,א-טז,16,50,3.1
12,2455444,33799,שבת מברכים תשרי,א-יז,17,53,3.1
12,2455472,33806,שבת מברכים חשון,א-יח,18,55,3.1
12,2455500,0,שבת מברכים כסלו,א-יח,18,55,3.1
12,2455535,169264,שבת מברכים טבת,א-יט,19,58,3.1
12,2455563,170731,שבת מברכים שבט,א-כב,22,65,3.0
12,2455591,33830,שבת מברכים אדר,א-כב,22,65,3.0
12,2455619,0,שבת מברכים אדר ב,א-כב,22,65,3.0
12,2455654,33839,שבת מברכים ניסן,א-כד,24,70,2.9
12,2455682,33845,שבת מברכים אייר,א-כה,25,73,2.9
12,2455710,33851,שבת מברכים סיון,א-כו,26,75,2.9
12,2455738,33857,שבת מברכים תמוז,א-כז,27,77,2.9
12,2455773,33863,שבת מברכים מנחם-אב,א-כח,28,80,2.9
12,2455801,33793,שבת מברכים אלול,א-כט,29,80,2.8
13,2455444,33876,שבת מברכים תשרי,א-לא,31,80,2.6
13,2455472,33883,שבת מברכים חשון,א-לג,33,80,2.4
13,2455500,0,שבת מברכים כסלו,א-לג,33,80,2.4
13,2455535,169265,שבת מברכים טבת,א-לז,37,80,2.2
13,2455563,170732,שבת מברכים שבט,א-לט,39,80,2.1
13,2455591,33907,שבת מברכים אדר,א-מ,40,80,2.0
13,2455619,0,שבת מברכים אדר ב,א-מ,40,80,2.0
13,2455654,33916,שבת מברכים ניסן,א-מא,41,80,2.0
13,2455682,33922,שבת מברכים אייר,א-מג,43,80,1.9
13,2455710,33928,שבת מברכים סיון,א-מד,44,80,1.8
13,2455738,33934,שבת מברכים תמוז,א-מו,46,85,1.8
13,2455773,33940,שבת מברכים מנחם-אב,א-מט,49,90,1.8
13,2455801,33870,שבת מברכים אלול,א-נ,50,90,1.8
14,2455444,33947,שבת מברכים תשרי,א-נד,54,90,1.7
14,2455472,33961,שבת מברכים חשון,א-נו,56,90,1.6
14,2455500,0,שבת מברכים כסלו,א-נז,57,90,1.6
14,2455535,169266,שבת מברכים טבת,א-נט,59,90,1.5
14,2455563,170733,שבת מברכים שבט,א-סא,61,90,1.5
14,2455591,33985,שבת מברכים אדר,א-סג,63,90,1.4
14,2455619,0,שבת מברכים אדר ב,א-סד,64,90,1.4
14,2455654,180501,שבת מברכים ניסן,א-סה,65,90,1.4
14,2455682,34000,שבת מברכים אייר,א-סז,67,90,1.3
14,2455710,34006,שבת מברכים סיון,א-סח,68,90,1.3
14,2455738,34012,שבת מברכים תמוז,א-סט,69,90,1.3
14,2455773,34018,שבת מברכים מנחם-אב,א-עא,71,90,1.3
14,2455801,33955,שבת מברכים אלול,א-עב,72,90,1.3
