861779,I said extra Tehillim on Yom Tov
861780,I went to a body of water and said Tashlich
861781,I davened Mincha and Maariv
861782,I ate a new fruit for the Brocha Shehecheyanu
861783,I went to Shul and davened Shacharis nicely
861784,I followed Krias Hatorah inside
861785,I listened quietly during Tekiyos
861786,I heard 130 Tekiyos
861787,I listened to ???? ?????
861788,"I helped setup, serve, or clean up by any meal"
861789,I sang a niggun
861790,I said a ??? ???? during any meal
861791,I said extra Tehillim on Yom Tov
861794,I fasted part of the day
861795,I gave extra Tzedakah on this day
861797,I said my Selichos quota
861798,I davened Mincha with Aneinu (if fasting)
861799,I listened to a ??? ????-? Sicha 
861800,I lit ??? candles using my OWN candlesticks and in my ??? clothing
861801,I helped prepare for ??? ???
861802,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
861803,I said Tehillim before Maariv
861804,I davened Maariv nicely
861805,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861806,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861807,I tasted a pomegranate
861808,"I ate from the head of a ram, sheep,or fish"
861809,I went to Shul and davened Shacharis nicely
861810,I followed Krias Hatorah inside
861811,I heard 130 Tekiyos
861812,I listened to ???? ?????
861813,"I helped prepare, serve, or cleanup by any meal"
861814,I said a ??? ???? during any meal
861815,I sang a niggun
861816,I said extra Tehillim on Yom Tov
861817,I went to a body of water and said Tashlich
861818,I davened Mincha and Maariv
861819,I ate a new fruit for the Brocha Shehecheyanu
861820,I went to Shul and davened Shacharis nicely
861821,I followed Krias Hatorah inside
861822,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
861823,I listened to ???? ?????
861824,"I helped setup, serve, or clean up by any meal"
861825,I sang a niggun
861826,I said a ??? ???? during any meal
861827,I said extra Tehillim on Yom Tov
861828,I davened Mincha nicely
861830,I fasted part of the day
861831,I gave extra Tzedakah on this day
861833,I said my Selichos quota
861834,I davened Mincha with Aneinu (if fasting)
861835,I listened to a ??? ????-? Sicha 
861836,I lit ??? candles using my OWN candlesticks and in my ??? clothing
861837,I helped prepare for ??? ???
861838,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
861839,I said Tehillim before Maariv
861840,I went to Shul and davened Maariv nicely
861841,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861842,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861843,I tasted a pomegranate
861844,"I ate from the head of a ram, sheep,or fish"
861845,I went to Shul and davened Shacharis nicely
861846,I followed Krias Hatorah inside
861847,I heard 100 Tekiyos
861848,I went under a ???? for Duchening
861849,"I helped prepare, serve, or cleanup by any meal"
861850,I said a ??? ???? during any meal
861852,I said extra Tehillim on Yom Tov
861853,I went to a body of water and said Tashlich
861854,I davened Mincha and Maariv
861855,I ate a new fruit for the Brocha Shehecheyanu
861856,I went to Shul and davened Shacharis nicely
861857,I followed Krias Hatorah inside
861858,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
861859,I went under a ???? for Duchening
861860,"I helped setup, serve, or clean up by any meal"
861862,I said a ??? ???? during any meal
861863,I said extra Tehillim on Yom Tov
861864,I went to Shul and davened Mincha and Maariv nicely
861865,I went to a shiur on shabbos
861866,I fasted part of the day
861867,I gave extra Tzedakah on this day
861868,I followed Krias Hatorah and Haftorah inside
861869,I said my Selichos quota
861870,I davened Mincha with Aneinu (if fasting)
861872,I listened quietly during Tekiyos
861873,I listened quietly during Tekiyos
861874,I helped prepare for ??? ???
861875,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
861878,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861879,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861880,I tasted a pomegranate
861881,"I ate from the head of a ram, sheep,or fish"
861882,I went to Shul and davened Shacharis nicely
861884,I listened quietly during Tekiyos
861885,I heard 100 Tekiyos
861886,I went under a ???? for Duchening
861887,"I helped prepare, serve, or cleanup by any meal"
861888,I said a ??? ???? during any meal
861890,I went to a body of water and said Tashlich
861892,I ate a new fruit for the Brocha Shehecheyanu
861893,I went to Shul and davened Shacharis nicely
861895,I listened quietly during Tekiyos
861896,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
861897,I went under a ???? for Duchening
861898,"I helped setup, serve, or clean up by any meal"
861899,I said a ??? ???? during any meal
861900,I said extra Tehillim on Yom Tov
861902,I went to a shiur on shabbos
861904,I gave extra Tzedakah on this day
861908,I helped prepare for ??? ???
861909,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
861912,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861913,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861914,I tasted a pomegranate
861915,"I ate from the head of a ram, sheep,or fish"
861916,I went to Shul and davened Shacharis nicely
861918,I listened quietly during Tekiyos
861919,I heard 100 Tekiyos
861920,I went under a ???? for Duchening
861921,"I helped prepare, serve, or cleanup by any meal"
861922,I said a ??? ???? during any meal
861924,I went to a body of water and said Tashlich
861926,I ate a new fruit for the Brocha Shehecheyanu
861927,I went to Shul and davened Shacharis nicely
861929,I listened quietly during Tekiyos
861930,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
861931,I went under a ???? for Duchening
861932,"I helped setup, serve, or clean up by any meal"
861933,I said a ??? ???? during any meal
861934,I said extra Tehillim on Yom Tov
861936,I went to a shiur on shabbos
861938,I gave extra Tzedakah on this day
861942,I helped prepare for ??? ???
861943,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
861944,I said Tehillim before Maariv
861945,I went to Shul and davened Maariv nicely
861946,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861947,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861948,I tasted a pomegranate
861949,"I ate from the head of a ram, sheep,or fish"
861950,I went to Shul and davened Shacharis nicely
861951,I followed Krias Hatorah inside
861952,I heard 100 Tekiyos
861953,I listened to ???? ?????
861954,"I helped prepare, serve, or cleanup by any meal"
861955,I said a ??? ???? during any meal
861957,I said extra Tehillim on Yom Tov
861958,I went to a body of water and said Tashlich
861959,I davened Mincha and Maariv
861960,I lit ??? candles using my OWN candlesticks and in my ??? clothing
861961,I ate a new fruit for the Brocha Shehecheyanu
861962,I went to Shul and davened Shacharis nicely
861963,I followed Krias Hatorah inside
861964,I heard 100 Tekiyos without speaking between them about things that dont have to do with davening + the extra 30
861965,I listened to ???? ?????
861966,"I helped setup, serve, or clean up by any meal"
861968,I said a ??? ???? during any meal
861969,I said extra Tehillim on Yom Tov
861970,I davened Mincha nicely
861971,I fasted part of the day
861972,I gave extra Tzedakah on this day
861973,I said my Selichos quota
861974,I davened Mincha with Aneinu (if fasting)
861976,I helped prepare for ??? ???
861977,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
861979,I davened Maariv nicely
861980,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
861981,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
861982,I tasted a pomegranate
861983,"I ate from the head of a ram, sheep,or fish"
861984,I went to Shul and davened Shacharis nicely
861986,I heard 100 Tekiyos
861987,I listened to ???? ?????
861988,"I helped prepare, serve, or cleanup by any meal"
861989,I said a ??? ???? during any meal
861992,I went to a body of water and said Tashlich
861994,I lit ??? candles using my OWN candlesticks and in my ??? clothing
861995,I ate a new fruit for the Brocha Shehecheyanu
861996,I went to Shul and davened Shacharis nicely
861998,I heard 100 Tekiyos
861999,I listened to ???? ?????
862000,"I helped setup, serve, or clean up by any meal"
862002,I said a ??? ???? during any meal
862003,I said extra Tehillim on Yom Tov
862004,I went to a shiur on shabbos
862006,I gave extra Tzedakah on this day
862010,I helped prepare for ??? ???
862011,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
862013,I davened Maariv nicely
862014,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862015,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862016,I tasted a pomegranate
862017,"I ate from the head of a ram, sheep,or fish"
862018,I went to Shul and davened Shacharis nicely
862019,I listened quietly during Tekiyos
862020,I heard 100 Tekiyos
862021,I listened to ???? ?????
862022,"I helped prepare, serve, or cleanup by any meal"
862023,I said a ??? ???? during any meal
862026,I went to a body of water and said Tashlich
862028,I lit ??? candles using my OWN candlesticks and in my ??? clothing
862029,I ate a new fruit for the Brocha Shehecheyanu
862030,I went to Shul and davened Shacharis nicely
862031,I listened quietly during Tekiyos
862032,I heard 100 Tekiyos
862033,I listened to ???? ?????
862034,"I helped setup, serve, or clean up by any meal"
862036,I said a ??? ???? during any meal
862037,I said extra Tehillim on Yom Tov
862038,I went to a shiur on shabbos
862040,I gave extra Tzedakah on this day
862044,I listened quietly during Tekiyos
862045,I listened quietly during Tekiyos
862046,I followed Krias Hatorah and Haftorah inside
862047,I listened quietly during Tekiyos
862048,I listened quietly during Tekiyos
862049,I helped prepare for ??? ???
862050,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862051,I said Tehillim before Maariv
862052,I went to Shul and davened Maariv nicely
862053,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862054,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862055,I tasted a pomegranate
862056,"I ate from the head of a ram, sheep,or fish"
862057,I went to Shul and davened Shacharis nicely
862058,I followed Krias Hatorah inside
862059,I listened quietly during Tekiyos
862060,I heard 130 Tekiyos
862061,I went under a ???? for Duchening
862062,"I helped prepare, serve, or cleanup by any meal"
862063,I said a ??? ???? during any meal
862064,I sang a niggun during the meal
862065,I said extra Tehillim on Yom Tov
862066,I went to a body of water and said Tashlich
862067,I davened Mincha and Maariv
862068,I ate a new fruit for the Brocha Shehecheyanu
862069,I went to Shul and davened Shacharis nicely
862070,I followed Krias Hatorah inside
862071,I listened quietly during Tekiyos
862072,I heard 130 Tekiyos
862073,I went under a ???? for Duchening
862074,"I helped setup, serve, or clean up by any meal"
862075,I sang a niggun during the meal
862076,I said a ??? ???? during any meal
862077,I said extra Tehillim on Yom Tov
862078,I went to Shul and davened Mincha and Maariv nicely
862079,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862080,I fasted part of the day
862081,I gave extra Tzedakah on this day
862082,I followed Krias Hatorah and Haftorah inside
862083,I said my Selichos quota
862084,I davened Mincha with Aneinu (if fasting)
862085,I listened to a ??? ????-? Sicha 
862086,I helped prepare for ??? ???
862087,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862088,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862089,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862090,I tasted a pomegranate
862091,"I ate from the head of a ram, sheep,or fish"
862092,I went to Shul and davened Shacharis nicely
862093,I listened quietly during Tekiyos
862094,I heard 130 Tekiyos
862095,I went under a ???? for Duchening
862096,"I helped prepare, serve, or cleanup by any meal"
862097,I said a ??? ???? during any meal
862098,I sang a niggun during the meal
862099,I went to a body of water and said Tashlich
862100,I ate a new fruit for the Brocha Shehecheyanu
862101,I went to Shul and davened Shacharis nicely
862102,I listened quietly during Tekiyos
862103,I heard 130 Tekiyos
862104,I went under a ???? for Duchening
862105,"I helped setup, serve, or clean up by any meal"
862106,I sang a niggun during the meal
862107,I said a ??? ???? during any meal
862108,I said extra Tehillim on Yom Tov
862109,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862110,I gave extra Tzedakah on this day
862111,I helped prepare for ??? ???
862112,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862113,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862114,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862115,I tasted a pomegranate
862116,"I ate from the head of a ram, sheep,or fish"
862117,I went to Shul and davened Shacharis nicely
862118,I listened quietly during Tekiyos
862119,I heard 130 Tekiyos
862120,I went under a ???? for Duchening
862121,"I helped prepare, serve, or cleanup by any meal"
862122,I said a ??? ???? during any meal
862123,I sang a niggun during the meal
862124,I went to a body of water and said Tashlich
862125,I ate a new fruit for the Brocha Shehecheyanu
862126,I went to Shul and davened Shacharis nicely
862127,I listened quietly during Tekiyos
862128,I heard 130 Tekiyos
862129,I went under a ???? for Duchening
862130,"I helped setup, serve, or clean up by any meal"
862131,I sang a niggun during the meal
862132,I said a ??? ???? during any meal
862133,I said extra Tehillim on Yom Tov
862134,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862135,I gave extra Tzedakah on this day
862136,I helped prepare for ??? ???
862137,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862138,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862139,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862140,I tasted a pomegranate
862141,"I ate from the head of a ram, sheep,or fish"
862142,I went to Shul and davened Shacharis nicely
862143,I listened quietly during Tekiyos
862144,I heard 130 Tekiyos
862145,I went under a ???? for Duchening
862146,"I helped prepare, serve, or cleanup by any meal"
862147,I said a ??? ???? during any meal
862148,I sang a niggun during the meal
862149,I went to a body of water and said Tashlich
862150,I ate a new fruit for the Brocha Shehecheyanu
862151,I went to Shul and davened Shacharis nicely
862152,I listened quietly during Tekiyos
862153,I heard 130 Tekiyos
862154,I went under a ???? for Duchening
862155,"I helped setup, serve, or clean up by any meal"
862156,I sang a niggun during the meal
862157,I said a ??? ???? during any meal
862158,I said extra Tehillim on Yom Tov
862159,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862160,I gave extra Tzedakah on this day
862161,I helped prepare for ??? ???
862162,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862163,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862164,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862165,I tasted a pomegranate
862166,"I ate from the head of a ram, sheep,or fish"
862167,I went to Shul and davened Shacharis nicely
862168,I listened quietly during Tekiyos
862169,I heard 130 Tekiyos
862170,I went under a ???? for Duchening
862171,"I helped prepare, serve, or cleanup by any meal"
862172,I said a ??? ???? during any meal
862173,I sang a niggun during the meal
862174,I went to a body of water and said Tashlich
862175,I ate a new fruit for the Brocha Shehecheyanu
862176,I went to Shul and davened Shacharis nicely
862177,I listened quietly during Tekiyos
862178,I heard 130 Tekiyos
862179,I went under a ???? for Duchening
862180,"I helped setup, serve, or clean up by any meal"
862181,I sang a niggun during the meal
862182,I said a ??? ???? during any meal
862183,I said extra Tehillim on Yom Tov
862184,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862185,I gave extra Tzedakah on this day
862186,I helped prepare for ??? ???
862187,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862188,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862189,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862190,I tasted a pomegranate
862191,"I ate from the head of a ram, sheep,or fish"
862192,I went to Shul and davened Shacharis nicely
862193,I listened quietly during Tekiyos
862194,I heard 130 Tekiyos
862195,I went under a ???? for Duchening
862196,"I helped prepare, serve, or cleanup by any meal"
862197,I said a ??? ???? during any meal
862198,I sang a niggun during the meal
862199,I went to a body of water and said Tashlich
862200,I ate a new fruit for the Brocha Shehecheyanu
862201,I went to Shul and davened Shacharis nicely
862202,I listened quietly during Tekiyos
862203,I heard 130 Tekiyos
862204,I went under a ???? for Duchening
862205,"I helped setup, serve, or clean up by any meal"
862206,I sang a niggun during the meal
862207,I said a ??? ???? during any meal
862208,I said extra Tehillim on Yom Tov
862209,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862210,I gave extra Tzedakah on this day
862211,I helped prepare for ??? ???
862212,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862213,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862214,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862215,I tasted a pomegranate
862216,"I ate from the head of a ram, sheep,or fish"
862217,I went to Shul and davened Shacharis nicely
862218,I listened quietly during Tekiyos
862219,I heard 130 Tekiyos
862220,I went under a ???? for Duchening
862221,"I helped prepare, serve, or cleanup by any meal"
862222,I said a ??? ???? during any meal
862223,I sang a niggun during the meal
862224,I went to a body of water and said Tashlich
862225,I ate a new fruit for the Brocha Shehecheyanu
862226,I went to Shul and davened Shacharis nicely
862227,I listened quietly during Tekiyos
862228,I heard 130 Tekiyos
862229,I went under a ???? for Duchening
862230,"I helped setup, serve, or clean up by any meal"
862231,I sang a niggun during the meal
862232,I said a ??? ???? during any meal
862233,I said extra Tehillim on Yom Tov
862234,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862235,I gave extra Tzedakah on this day
862236,I helped prepare for ??? ???
862237,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862238,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862239,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862240,I tasted a pomegranate
862241,"I ate from the head of a ram, sheep,or fish"
862242,I went to Shul and davened Shacharis nicely
862243,I listened quietly during Tekiyos
862244,I heard 130 Tekiyos
862245,I went under a ???? for Duchening
862246,"I helped prepare, serve, or cleanup by any meal"
862247,I said a ??? ???? during any meal
862248,I sang a niggun during the meal
862249,I went to a body of water and said Tashlich
862250,I ate a new fruit for the Brocha Shehecheyanu
862251,I went to Shul and davened Shacharis nicely
862252,I listened quietly during Tekiyos
862253,I heard 130 Tekiyos
862254,I went under a ???? for Duchening
862255,"I helped setup, serve, or clean up by any meal"
862256,I sang a niggun during the meal
862257,I said a ??? ???? during any meal
862258,I said extra Tehillim on Yom Tov
862259,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862260,I gave extra Tzedakah on this day
862261,I helped prepare for ??? ???
862262,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862263,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862264,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862265,I tasted a pomegranate
862266,"I ate from the head of a ram, sheep,or fish"
862267,I went to Shul and davened Shacharis nicely
862268,I listened quietly during Tekiyos
862269,I heard 130 Tekiyos
862270,I went under a ???? for Duchening
862271,"I helped prepare, serve, or cleanup by any meal"
862272,I said a ??? ???? during any meal
862273,I sang a niggun during the meal
862274,I went to a body of water and said Tashlich
862275,I ate a new fruit for the Brocha Shehecheyanu
862276,I went to Shul and davened Shacharis nicely
862277,I listened quietly during Tekiyos
862278,I heard 130 Tekiyos
862279,I went under a ???? for Duchening
862280,"I helped setup, serve, or clean up by any meal"
862281,I sang a niggun during the meal
862282,I said a ??? ???? during any meal
862283,I said extra Tehillim on Yom Tov
862284,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862285,I gave extra Tzedakah on this day
862286,I helped prepare for ??? ???
862287,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862288,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862289,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862290,I tasted a pomegranate
862291,"I ate from the head of a ram, sheep,or fish"
862292,I went to Shul and davened Shacharis nicely
862293,I listened quietly during Tekiyos
862294,I heard 130 Tekiyos
862295,I went under a ???? for Duchening
862296,"I helped prepare, serve, or cleanup by any meal"
862297,I said a ??? ???? during any meal
862298,I sang a niggun during the meal
862299,I went to a body of water and said Tashlich
862300,I ate a new fruit for the Brocha Shehecheyanu
862301,I went to Shul and davened Shacharis nicely
862302,I listened quietly during Tekiyos
862303,I heard 130 Tekiyos
862304,I went under a ???? for Duchening
862305,"I helped setup, serve, or clean up by any meal"
862306,I sang a niggun during the meal
862307,I said a ??? ???? during any meal
862308,I said extra Tehillim on Yom Tov
862309,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862310,I gave extra Tzedakah on this day
862311,I helped prepare for ??? ???
862312,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862313,I said Tehillim before Maariv
862314,I went to Shul and davened Maariv nicely
862315,"I wished someone ""Leshona Tova Tikoseiv Visaichosaim"""
862316,"I said ""Yehi Ratzon"" and ate an apple dipped in honey"
862317,I tasted a pomegranate
862318,"I ate from the head of a ram, sheep,or fish"
862319,I went to Shul and davened Shacharis nicely
862320,I followed Krias Hatorah inside
862321,I listened quietly during Tekiyos
862322,I heard 130 Tekiyos
862323,I went under a ???? for Duchening
862324,"I helped prepare, serve, or cleanup by any meal"
862325,I said a ??? ???? during any meal
862326,I sang a niggun during the meal
862327,I said extra Tehillim on Yom Tov
862328,I went to a body of water and said Tashlich
862329,I davened Mincha and Maariv
862330,I ate a new fruit for the Brocha Shehecheyanu
862331,I went to Shul and davened Shacharis nicely
862332,I followed Krias Hatorah inside
862333,I listened quietly during Tekiyos
862334,I heard 130 Tekiyos
862335,I went under a ???? for Duchening
862336,"I helped setup, serve, or clean up by any meal"
862337,I sang a niggun during the meal
862338,I said a ??? ???? during any meal
862339,I said extra Tehillim on Yom Tov
862340,I went to Shul and davened Mincha and Maariv nicely
862341,I went to a Farbrengen on Shabbos and sang the Rebbaims Niggunim
862342,I fasted part of the day
862343,I gave extra Tzedakah on this day
862344,I followed Krias Hatorah and Haftorah inside
862345,I said my Selichos quota
862346,I davened Mincha with Aneinu (if fasting)
862347,I listened to a ??? ????-? Sicha 
862348,I helped prepare for ??? ???
862349,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
862350,I said Tehillim before Maariv
