Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
9,2455654,29458,שבת מברכים ניסן,א-כד,24,70,2.9
9,2455682,29464,שבת מברכים אייר,א-כה,25,73,2.9
9,2455710,29470,שבת מברכים סיון,א-כו,26,75,2.9
9,2455738,29476,שבת מברכים תמוז,א-כז,27,78,2.9
9,2455773,29482,שבת מברכים מנחם-אב,א-כח,28,80,2.9
9,2455801,29412,שבת מברכים אלול,א-כט,29,80,2.8
10,2455444,29495,שבת מברכים תשרי,א-לא,31,80,2.6
10,2455472,29503,שבת מברכים חשון,א-לג,33,80,2.4
10,2455500,0,שבת מברכים כסלו,א-לה,35,80,2.3
10,2455535,169289,שבת מברכים טבת,א-לז,37,80,2.2
10,2455563,170756,שבת מברכים שבט,א-לט,39,80,2.1
10,2455591,29526,שבת מברכים אדר,א-מ,40,80,2.0
10,2455619,0,שבת מברכים אדר ב,א-מ,40,80,2.0
10,2455654,29535,שבת מברכים ניסן,א-מא,41,80,2.0
10,2455682,29541,שבת מברכים אייר,א-מג,43,80,1.9
10,2455710,29547,שבת מברכים סיון,א-מד,44,80,1.8
10,2455738,29553,שבת מברכים תמוז,א-מו,46,85,1.8
10,2455773,29559,שבת מברכים מנחם-אב,א-מט,49,90,1.8
10,2455801,29489,שבת מברכים אלול,א-נ,50,90,1.8
11,2455444,29572,שבת מברכים תשרי,א-נד,54,90,1.7
11,2455472,29579,שבת מברכים חשון,א-נו,56,90,1.6
11,2455500,0,שבת מברכים כסלו,א-נז,57,90,1.6
11,2455535,169290,שבת מברכים טבת,א-נט,59,90,1.5
11,2455563,170757,שבת מברכים שבט,א-סא,61,90,1.5
11,2455591,29603,שבת מברכים אדר,א-סג,63,90,1.4
11,2455619,0,שבת מברכים אדר ב,א-סג,63,90,1.4
11,2455654,29612,שבת מברכים ניסן,א-סה,65,90,1.4
11,2455682,29618,שבת מברכים אייר,א-סז,67,90,1.3
11,2455710,29624,שבת מברכים סיון,א-סח,68,90,1.3
11,2455738,29630,שבת מברכים תמוז,א-סט,69,90,1.3
11,2455773,29636,שבת מברכים מנחם-אב,א-עא,71,90,1.3
11,2455801,29566,שבת מברכים אלול,א-עב,72,90,1.3
12,2455444,29649,שבת מברכים תשרי,א-עג,73,90,1.2
12,2455472,29656,שבת מברכים חשון,א-עד,74,90,1.2
12,2455500,0,שבת מברכים כסלו,א-עה,75,90,1.2
12,2455535,169291,שבת מברכים טבת,א-עז,77,95,1.2
12,2455563,170758,שבת מברכים שבט,א-עח,78,95,1.2
12,2455591,29680,שבת מברכים אדר,א-פ,80,95,1.2
12,2455619,0,שבת מברכים אדר ב,א-פ,80,95,1.2
12,2455654,29689,שבת מברכים ניסן,א-פב,82,100,1.2
12,2455682,29695,שבת מברכים אייר,א-פד,84,100,1.2
12,2455710,29701,שבת מברכים סיון,א-פו,86,100,1.2
12,2455738,10490,שבת מברכים תמוז,א-פז,87,100,1.1
12,2455773,29712,שבת מברכים מנחם-אב,א-פט,89,100,1.1
12,2455801,29643,שבת מברכים אלול,א-פט,89,100,1.1
13,2455444,29726,שבת מברכים תשרי,א-צא,91,100,1.1
13,2455472,29733,שבת מברכים חשון,א-צג,93,100,1.1
13,2455500,0,שבת מברכים אדר ב,א-צג,93,100,1.1
13,2455535,169292,שבת מברכים טבת,א-צז,97,100,1.0
13,2455563,170759,שבת מברכים שבט,א-קא,101,100,1.0
13,2455591,29757,שבת מברכים אדר,א-קב,102,100,1.0
13,2455619,0,שבת מברכים כסלו,א-קב,102,100,1.0
13,2455654,29766,שבת מברכים ניסן,א-קג,103,100,1.0
13,2455682,29772,שבת מברכים אייר,א-קד,104,100,1.0
13,2455710,29778,שבת מברכים סיון,א-קה,105,110,1.0
13,2455738,29784,שבת מברכים תמוז,א-קו,106,110,1.0
13,2455773,29790,שבת מברכים מנחם-אב,א-קו,106,110,1.0
13,2455801,29720,שבת מברכים אלול,א-קו,106,110,1.0
14,2455444,0,שבת מברכים תשרי,א-קט,109,110,1.0
14,2455472,0,שבת מברכים חשון,א-קיב,112,110,1.0
14,2455500,0,שבת מברכים כסלו,א-קטז,116,110,0.9
14,2455535,170167,שבת מברכים טבת,1/2 א-קיט,119,110,0.9
14,2455563,170760,שבת מברכים שבט,א-קיט,119,110,0.9
14,2455591,178144,שבת מברכים אדר,א-קכב,122,110,0.9
14,2455619,0,שבת מברכים אדר ב,א-קכו,126,110,0.9
14,2455654,180875,שבת מברכים ניסן,א-קל,130,110,0.8
14,2455682,182428,שבת מברכים אייר,א-קלב,132,110,0.8
14,2455710,182429,שבת מברכים סיון,א-קלה,135,110,0.8
14,2455738,182430,שבת מברכים תמוז,א-קמב,142,110,0.8
14,2455773,183517,שבת מברכים מנחם-אב,א-קנ,150,110,0.7
14,2455801,0,שבת מברכים אלול,א-קנ,150,110,0.7
