141120,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141132,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141144,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141156,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141158,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141160,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
113131,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
113133,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
113135,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
113137,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
